a,lambda,acc_mean,acc_std,time_cost
1.0,-5.0,0.884433419387527,0.10634921421712064,10.984468221664429
1.0,-4.5,0.8844850573434901,0.10627625265769212,12.469845533370972
1.0,-4.0,0.8844437469787195,0.10633462189803669,11.297357559204102
1.0,-3.5,0.8844953849346827,0.10626166035661129,13.286538124084473
1.0,-3.0,0.8844540745699122,0.10632002958255034,12.16207218170166
1.0,-2.5,0.8844850573434901,0.10627625265769212,13.303791999816895
1.0,-2.0,0.8844644021611048,0.10630543727066318,12.62560224533081
1.0,-1.5,0.8844747297522976,0.10629084496237659,12.505954027175903
1.0,-1.0,0.8844437469787195,0.10633462189803669,13.425942182540894
1.0,-0.5,0.8844850573434901,0.10627625265769212,12.604349851608276
1.0,0.0,0.8844747300722848,0.10631327017652391,18.461070775985718
1.0,0.5,0.8844334206674763,0.1064378424100022,17.298689603805542
1.0,1.0,0.8843301450755373,0.10660619117314372,19.19451141357422
1.0,1.5,0.8837931116134699,0.10745254360500561,17.80855369567871
1.0,2.0,0.8824711844206359,0.10961965610583788,12.400063276290894
1.0,2.5,0.8747358314168491,0.1214402383538791,12.149198055267334
1.0,3.0,0.8456636513300256,0.16178526645194244,3.262516975402832
1.0,3.5,0.7010563809042183,0.34304514344203957,0.5034115314483643
1.0,4.0,0.6053479563064975,0.2978456335446747,0.3456425666809082
1.0,4.5,0.8158759011683281,1.3464154129464434e-05,0.2569756507873535
1.0,5.0,0.18412409883167183,1.3464154129447625e-05,0.20384597778320312
1.0,5.5,0.18412409883167183,1.3464154129447625e-05,0.19385385513305664
1.0,6.0,0.18412409883167183,1.3464154129447625e-05,0.19100666046142578
1.0,6.5,0.18412409883167183,1.3464154129447625e-05,0.19506502151489258
1.0,7.0,0.18412409883167183,1.3464154129447625e-05,0.19144821166992188
1.0,7.5,0.18412409883167183,1.3464154129447625e-05,0.1968388557434082
1.0,8.0,0.18412409883167183,1.3464154129447625e-05,0.18218159675598145
1.0,8.5,0.18412409883167183,1.3464154129447625e-05,0.19325590133666992
1.0,9.0,0.18412409883167183,1.3464154129447625e-05,0.20116233825683594
1.0,9.5,0.18412409883167183,1.3464154129447625e-05,0.19148993492126465
1.0,10.0,0.18412409883167183,1.3464154129447625e-05,0.19291305541992188
